recid	D	earnings	prevearn	edu
307318	1	12208	0	12
307323	1	21954	5000	12
307326	1	542	0	12
307327	1	18756	1236	12
307329	0	0	0	8
307331	0	8526	3500	17
307333	0	40578	6303	13
307335	1	5966	5200	15
307341	0	26868	7488	10
307342	0	15207	0	11
307344	0	1308	0	14
307345	0	2876	7400	13
307352	0	11433	4500	12
307359	1	30101	0	8
307361	1	5140	2840	12
307362	1	11012	2000	12
307365	1	21525	5100	14
307366	1	38032	7800	12
307367	0	12486	10000	12
307370	0	3489	3200	10
307373	0	3651	3000	13
307375	0	0	0	8
307378	1	88	0	12
307381	0	8937	600	12
307383	1	5159	2500	12
307388	1	30624	1950	12
307394	1	33059	7000	16
307396	1	59451	0	13
307397	1	39629	10500	10
307398	0	28308	10000	13
307399	1	0	4000	10
307403	0	10432	0	12
307404	1	6299	3000	12
307405	1	26543	800	13
307407	0	1401	700	11
307409	1	0	200	12
307413	0	5449	2500	11
307416	1	2112	0	12
307418	1	16949	2400	16
307419	1	132	0	15
307420	1	0	910	12
307421	1	924	0	12
307422	1	1605	520	8
307425	0	900	6000	12
307427	1	20683	0	9
307428	1	17574	5000	12
307429	1	7396	0	11
307433	1	23252	75	12
307436	1	3347	348	12
307442	1	39720	8400	12
307443	0	0	7116	12
307444	1	68772	1000	12
307445	1	30951	3096	12
307449	1	6675	8694	12
307456	0	255	0	9
307459	1	43243	1175	12
307463	0	27408	1302	12
307465	0	0	0	10
307466	0	10473	5004	13
307469	0	0	0	12
307472	0	3081	0	9
307473	0	44514	172	12
307476	0	66810	2047	15
307477	1	43735	700	11
307481	1	63275	14000	12
307482	1	13212	200	11
307485	1	12858	6000	12
307487	0	8493	27000	16
307488	0	50907	6722	15
307495	0	18552	7000	12
307500	1	13585	1000	9
307501	1	267	0	12
307502	1	3291	98	10
307503	0	0	0	11
307504	0	21635	1800	12
307506	0	138	600	12
307512	1	0	7200	13
307514	1	30515	4500	8
307515	0	0	0	8
307516	1	7566	7000	14
307519	1	1367	600	9
307520	1	29384	10000	12
307521	1	11088	690	10
307524	1	10592	0	12
307525	1	20602	2500	10
307529	1	0	8000	9
307530	1	24425	4364	12
307531	0	16445	1958	12
307533	1	381	0	12
307534	0	33956	6000	12
307535	0	12435	10379	9
307536	0	573	0	12
307537	0	46653	13140	11
307538	1	3090	1000	15
307539	0	0	0	12
307540	1	11445	1193	12
307542	1	17127	3204	14
307544	1	87387	2560	12
307545	1	5046	0	12
307547	1	30875	0	13
307548	1	13396	5000	12
307549	0	22298	3300	12
307550	0	16344	1404	11
307552	1	11965	3000	11
307553	0	258	0	11
307555	1	1505	0	12
307556	1	798	1800	12
307557	1	13550	7340	10
307558	1	27	0	15
307559	0	4707	6283	14
307562	0	1575	3840	8
307567	1	894	0	11
307569	1	50262	3200	12
307572	0	6132	8000	12
307573	0	23578	1700	12
307577	1	12945	16800	12
307580	1	3990	1800	11
307582	0	22919	7000	11
307585	1	8269	3700	12
307587	0	1373	400	12
307588	1	32110	200	13
307589	1	29301	1300	9
307590	1	102	470	9
307592	1	38442	0	12
307599	1	26742	5000	12
307602	0	89	1240	15
307604	1	17052	4000	8
307608	1	47244	10000	9
307611	1	36957	11000	11
307616	1	0	25000	10
307617	0	3093	0	12
307621	1	35691	1500	12
307622	0	183	0	10
307623	0	19092	8000	10
307624	1	29651	4000	12
307625	1	7506	0	12
307626	0	13060	3200	14
307627	1	32421	200	12
307630	0	26771	390	12
307631	0	43563	0	9
307632	0	31492	6000	12
307634	1	28694	5241	13
307636	1	9513	9000	12
307640	1	71693	5200	13
307643	1	0	8000	13
307647	1	11447	2500	10
307649	1	14435	3840	12
307650	1	33086	6700	13
307653	1	3729	1100	12
307657	1	0	0	8
307658	1	6309	2000	15
307664	1	6471	0	12
307665	1	5193	0	12
307668	0	2961	0	10
307670	1	2040	0	12
307672	1	21629	475	12
307676	0	48620	0	14
307678	1	24415	0	12
307680	0	5875	5632	13
307681	1	0	0	12
307683	1	0	0	13
307684	1	28542	0	9
307685	1	10570	0	14
307686	0	189	0	11
307687	0	0	0	8
307688	1	23127	9000	12
307694	1	22417	2500	12
307695	1	28857	10	12
307696	1	35637	1200	12
307697	1	1050	1500	9
307703	1	0	11000	13
307704	0	41364	6800	10
307706	0	16916	6000	12
307712	1	36025	0	14
307714	1	0	100	12
307716	1	6833	1000	12
307717	1	38711	2736	12
307718	1	0	0	12
307719	1	0	200	11
307723	0	11951	4500	11
307725	1	0	200	12
307726	1	2316	0	12
307727	1	34764	7000	12
307729	0	1524	2900	12
307732	1	34873	0	9
307736	1	541	6000	11
307737	0	17763	1302	11
307741	1	56706	7800	9
307745	1	16078	8000	10
307748	1	0	0	11
307754	0	1459	0	12
307755	1	0	0	14
307758	0	17293	352	12
307759	1	20076	500	12
307761	0	7610	597	11
307763	0	1773	1600	12
307765	0	24738	130	11
307771	1	49980	5000	11
307772	1	18096	0	10
307773	1	24278	1685	11
307776	1	3620	400	11
307777	0	0	0	8
307780	1	1848	600	12
307781	1	26358	3000	14
307784	0	24327	11740	12
307790	1	588	4000	12
307791	1	3456	1947	14
307792	1	0	14500	12
307793	1	27513	0	11
307795	0	2756	0	11
307801	1	20133	1906	12
307802	1	41527	7000	12
307803	1	21129	0	8
307804	0	4965	3000	11
307809	1	10721	4067	12
307810	1	28661	9000	11
307811	0	29874	6340	12
307812	1	6525	6380	12
307813	0	11297	200	16
307816	0	24012	9291	12
307818	1	15342	400	11
307819	0	72	88	8
307821	1	4623	700	10
307823	0	46761	6000	13
307825	1	8917	1814	12
307826	1	30380	310	10
307827	0	7909	0	7
307830	1	9558	2400	12
307831	1	35244	500	12
307833	1	10053	0	12
307836	1	34703	7325	13
307841	1	17108	5600	10
307843	0	1501	0	14
307845	1	11323	0	13
307846	1	2622	1000	10
307850	0	456	20	12
307851	0	2507	1102	12
307852	1	13128	2178	11
307854	0	0	2000	8
307858	1	3501	5000	12
307860	0	28475	1591	13
307861	1	7035	6000	16
307863	1	23688	0	12
307865	1	26964	2958	14
307867	1	12841	1500	11
307868	1	0	0	12
307871	1	17571	12800	10
307873	0	34242	10000	12
307874	0	37065	3000	12
307877	0	10875	0	11
307878	0	55035	0	14
307879	1	3849	600	11
307880	0	0	2412	10
307882	1	13650	17300	12
307886	1	25662	12000	11
307889	0	25828	4500	12
307895	0	4357	0	12
307896	1	0	0	12
307899	0	18366	0	13
307900	0	23027	1356	12
307901	1	0	978	12
307902	1	24276	1683	12
307905	1	54469	1440	12
307906	0	29520	900	12
307911	1	28068	50	17
307914	1	25564	0	8
307916	0	26274	0	12
307921	1	22851	2360	12
307923	1	1625	250	10
307924	1	5848	0	12
307927	0	29256	0	11
307930	0	0	1000	8
307933	0	13571	12000	13
307937	1	17919	0	11
307941	1	858	5000	12
307946	1	6202	0	12
307949	0	34726	2000	10
307951	1	0	0	14
307952	1	42328	8000	10
307956	0	16379	2000	12
307959	1	6138	168	11
307960	1	42672	11500	12
307968	1	13091	1000	12
307969	1	20400	3120	12
307971	1	8893	0	12
307976	0	0	0	9
307977	1	1005	120	11
307978	1	0	0	17
307979	1	19481	6636	12
307980	0	2253	2500	12
307984	1	17718	4000	12
307985	1	15567	0	12
307986	0	1791	0	10
307991	0	11049	800	8
307992	1	0	6700	12
307993	0	15153	0	12
307995	1	0	1708	10
307997	1	21852	215	12
307998	1	9660	0	14
308001	1	29646	5000	12
308002	0	21978	7000	13
308004	1	34918	533	10
308008	1	13741	500	12
308011	1	13020	0	8
308014	1	30	40	12
308017	0	16257	492	10
308020	1	37826	5000	12
308021	1	0	1168	12
308022	0	1354	0	8
308026	1	2922	7935	10
308027	0	15115	4300	12
308029	0	23895	4300	12
308031	1	18834	13000	13
308032	1	358	2800	11
308033	0	60477	9600	16
308034	1	23493	3600	12
308035	1	15935	13551	10
308037	1	35068	4500	9
308039	0	366	400	11
308042	0	23300	9000	9
308044	1	28233	7500	12
308047	0	8093	134	12
308050	0	1275	5280	11
308053	0	27239	2700	12
308054	0	11074	0	11
308055	0	42549	1277	12
308058	1	11101	0	11
308062	1	0	0	9
308067	1	18918	2000	9
308068	1	18700	12000	12
308069	1	259	4120	13
308071	1	4461	1500	12
308073	1	7585	0	11
308074	1	29517	3000	11
308079	1	1062	450	10
308080	0	2166	0	10
308082	1	34272	4000	12
308085	1	463	8000	12
308087	0	10425	1500	12
308090	1	51070	6500	13
308091	1	55146	5000	12
308104	1	2916	9000	12
308105	0	11382	821	12
308110	1	0	0	16
308111	1	0	7600	11
308112	1	55499	0	9
308114	1	45177	1998	11
308117	0	42633	98	12
308118	1	27678	4000	13
308119	1	6852	4800	12
308121	1	3239	0	8
308130	0	2650	175	12
308133	1	13398	3600	12
308134	1	0	1725	13
308137	0	9177	0	14
308140	0	1234	960	12
308141	1	177	1400	8
308145	0	11743	0	12
308147	1	77	0	9
308148	1	14617	2400	14
308151	1	41307	2615	14
308163	1	1138	1400	11
308168	1	33078	2400	10
308170	1	720	162	10
308172	1	11008	0	8
308175	1	0	3640	14
308176	1	0	1980	10
308177	0	5406	6000	12
308180	0	1548	0	8
308184	1	22552	4730	12
308185	0	39992	16000	14
308186	1	0	100	13
308187	1	3195	780	12
308188	1	2400	325	8
308189	1	20553	450	12
308191	1	0	30	10
308192	0	11449	1120	12
308195	1	2349	3000	12
308199	0	11367	4685	12
308203	1	12850	3451	11
308204	1	27519	0	11
308206	1	15526	15000	12
308209	0	2451	400	12
308210	0	32383	9527	9
308211	0	22654	1200	13
308215	0	4196	0	10
308218	1	22709	0	10
308219	1	927	410	8
308222	1	2379	800	15
308224	1	16062	7560	10
308225	0	13068	5484	11
308226	1	18234	0	14
308230	1	74603	4000	12
308231	1	8764	3004	8
308232	1	0	0	11
308236	1	23272	0	12
308237	1	1380	0	12
308238	0	2452	0	8
308241	1	6252	256	11
308243	0	49	10400	10
308246	1	22052	130	9
308247	0	3432	1000	12
308249	0	25752	7500	14
308250	0	65134	13696	14
308251	1	7176	952	11
308253	1	1659	400	11
308256	0	16002	0	8
308257	1	26973	0	9
308258	0	319	540	12
308259	1	642	5000	15
308261	1	24895	873	14
308264	1	33747	6466	12
308268	0	0	0	10
308271	1	0	6500	11
308274	0	0	0	12
308280	1	17409	999	12
308285	1	2304	0	16
308286	1	12927	1900	12
308290	1	21779	10000	12
308294	1	2502	0	12
308295	1	15181	500	12
308296	1	5676	0	8
308299	0	1080	0	10
308301	1	7422	200	12
308302	1	11528	4000	9
308304	0	469	200	10
308308	0	15037	0	12
308309	1	2564	3341	13
308310	1	22489	0	12
308311	1	7898	0	12
308312	0	0	2144	8
308314	0	7265	2200	12
308315	1	55434	9600	12
308317	1	12506	1318	9
308319	1	1470	0	11
308321	1	16318	6456	11
308322	0	9797	3442	10
308323	1	10581	7200	14
308329	1	17559	2836	12
308337	0	3702	5000	11
308342	0	28374	12500	13
308344	1	970	200	9
308346	1	16485	800	9
308347	0	3658	3000	14
308352	1	1921	1500	11
308355	1	13821	0	17
308357	0	0	308	16
308358	1	0	1500	9
308359	1	2760	4000	13
308361	1	26845	5162	12
308362	0	243	2445	12
308364	1	22243	0	12
308365	0	11009	240	12
308367	1	37421	8000	12
308369	1	50835	3000	14
308373	1	560	994	11
308374	0	0	1000	13
308375	1	1100	2900	12
308376	1	37590	6000	12
308377	0	24544	0	13
308378	1	40	0	10
308379	1	56964	0	8
308381	0	2865	800	12
308382	1	0	0	9
308383	1	62424	2500	11
308385	1	2281	0	9
308387	0	2832	7567	9
308392	0	34190	2000	10
308393	1	44070	896	12
308394	1	1026	0	11
308395	0	31336	0	12
308396	1	13099	5000	13
308397	1	5267	3300	12
308400	1	28261	4400	15
308403	1	27480	7000	12
308408	1	0	0	11
308409	1	32119	1000	15
308410	1	34102	0	12
308414	1	10020	7000	12
308416	1	1711	2000	9
308418	1	14658	3300	10
308422	1	20383	40	12
308424	1	45343	500	12
308426	1	1440	3000	12
308431	0	3237	0	13
308434	1	9410	0	10
308436	0	720	2500	14
308440	0	28254	2000	12
308441	1	0	0	10
308442	1	40425	1500	16
308443	1	5878	5400	12
308445	0	0	420	8
308448	1	19682	0	12
308450	1	8009	0	9
308458	0	18567	3921	9
308464	0	22927	706	12
308468	1	34293	0	10
308469	0	28443	5412	8
308472	0	41834	8000	14
308474	0	29258	3000	11
308475	0	1987	0	12
308476	1	7374	3000	9
308478	1	39126	2430	15
308485	0	13217	0	12
308490	0	395	2490	11
308491	0	23683	213	12
308492	1	1707	700	12
308493	1	5076	0	9
308494	1	0	0	12
308498	1	35530	5000	12
308499	0	12021	0	10
308501	0	13280	3500	8
308504	0	9981	0	14
308508	1	0	2000	12
308509	1	2106	4444	10
308510	1	26535	2344	10
308511	0	25669	3500	9
308512	1	1947	9400	11
308515	0	16458	0	8
308516	1	0	0	11
308517	1	55746	9100	10
308518	1	0	0	12
308525	1	0	0	8
308530	1	11392	0	10
308532	1	1161	1200	12
308534	0	11228	200	12
308539	0	37145	6000	12
308540	0	9206	3438	11
308542	1	458	2223	12
308545	0	37646	460	11
308548	1	18993	120	8
308550	0	297	0	14
308553	1	10649	1800	10
308555	1	50997	15120	8
308556	1	458	2500	12
308558	1	16130	5500	12
308562	1	11146	2000	11
308565	1	16107	5200	14
308569	1	26510	1350	12
308570	1	6760	2500	12
308572	1	1240	15000	14
308574	0	39573	9900	14
308579	1	31521	900	10
308580	1	16878	1800	11
308581	0	44538	4000	10
308583	1	29710	0	12
308585	1	12911	300	12
308589	1	15083	3000	9
308590	0	340	12800	13
308591	1	12568	1800	12
308596	1	0	0	10
308600	1	41781	4060	9
308602	1	24524	9800	12
308603	0	12954	0	11
308605	1	9269	2250	10
308608	1	19263	3500	12
308617	1	997	0	11
308618	1	0	4000	12
308619	1	9201	9000	10
308622	0	3117	4020	9
308623	0	53103	8000	12
308624	1	8523	4778	10
308625	1	0	150	10
308627	1	5064	0	11
308628	1	3132	0	11
308630	1	45468	0	12
308633	1	0	0	8
308635	1	0	0	12
308637	1	5674	0	12
308643	0	9300	4000	10
308644	0	30756	8400	9
308646	0	17062	1185	12
308650	1	39717	4810	12
308654	1	30580	3000	13
308655	1	1681	0	14
308656	0	64	1900	15
308662	1	2669	0	15
308663	1	519	7323	12
308666	0	0	6800	11
308671	0	18931	979	15
308672	1	21881	7630	10
308673	0	948	0	11
308675	1	0	2780	8
308679	1	59124	9000	8
308682	1	29223	3640	12
308685	1	4017	1600	8
308686	1	12641	0	12
308690	1	73265	16800	10
308694	1	0	2107	8
308699	1	16319	10000	16
308702	1	18376	1158	12
308703	1	1593	300	12
308705	1	20035	9600	11
308707	1	52916	11500	9
308712	0	14997	178	12
308713	0	5598	8800	12
308714	0	2124	0	14
308715	1	35547	7000	10
308716	1	0	80	12
308720	0	0	0	12
308724	1	1713	890	12
308726	1	38292	10000	12
308728	0	0	0	14
308729	1	0	6100	12
308730	1	23556	92	12
308733	1	34525	1600	12
308734	0	0	0	12
308736	1	23346	9000	13
308738	0	25294	9600	10
308741	1	0	2938	12
308743	0	20560	7230	16
308744	1	14499	4000	12
308749	1	2349	1200	14
308751	0	17250	0	8
308752	0	11216	2200	10
308754	0	3301	14000	14
308758	0	30884	5000	17
308759	1	27168	12000	12
308760	1	5361	0	12
308766	0	26541	9525	12
308767	1	4431	6000	12
308768	0	53112	8000	11
308769	1	22743	5000	12
308770	1	646	0	10
308773	0	38804	5000	11
308774	0	22452	4000	10
308778	1	19662	0	9
308780	1	5280	0	11
308786	1	3750	1280	12
308787	1	44730	9675	8
308789	1	28556	0	12
308792	1	7503	8320	17
308793	1	33192	0	16
308794	0	15708	0	10
308797	0	24096	0	9
308798	0	8289	20	12
308800	1	4947	2855	10
308801	1	582	0	9
308805	1	3725	0	11
308806	1	9632	162	9
308807	1	0	0	8
308808	0	14219	5300	8
308809	1	43609	8400	11
308810	1	1374	96	12
308811	1	930	12000	11
308815	0	939	0	12
308816	1	13089	408	12
308817	1	10366	520	12
308818	1	5260	8500	12
308819	1	47921	13000	10
308820	1	14378	5117	8
308821	1	23313	3200	12
308824	0	49303	2600	12
308825	1	0	0	12
308826	1	4398	0	10
308827	1	6775	400	14
308828	1	22974	800	12
308832	1	55390	9464	12
308836	0	1623	500	11
308837	1	5422	2500	12
308839	1	11866	9266	12
308840	0	654	1100	12
308844	0	8043	200	12
308847	0	1398	2500	11
308855	1	8496	13819	17
308860	1	30171	7000	10
308861	1	10777	10500	8
308862	1	45558	0	9
308863	1	9990	0	12
308865	1	1933	1000	11
308869	0	0	0	9
308870	0	327	0	12
308874	1	14219	2500	13
308876	1	8655	0	10
308882	1	6965	7280	13
308884	1	18246	0	11
308885	1	3538	670	12
308886	1	0	0	14
308887	0	0	14500	15
308890	1	10711	10000	12
308893	1	2166	0	11
308894	1	10602	1340	13
308897	1	693	325	13
308899	1	30753	6000	15
308901	1	12652	784	13
308907	1	4953	6700	11
308908	0	13673	6000	12
308911	1	1113	3259	9
308915	1	8580	5500	11
308917	1	11681	0	12
308919	0	15435	2000	10
308923	1	34875	0	12
308929	1	34748	4000	11
308930	1	28586	3200	12
308935	1	89	4500	12
308939	1	0	600	10
308941	0	651	0	11
308943	1	44605	0	8
308948	1	32133	18500	12
308949	0	0	0	14
308950	1	25899	0	8
308952	1	13922	4000	14
308957	0	24384	6000	12
308959	1	27710	0	17
308960	1	13158	165	11
308963	1	27824	179	12
308964	1	25010	4000	10
308966	0	21784	398	12
308967	1	3684	5000	13
308968	1	1305	0	12
308969	1	39	0	11
308972	1	36099	500	11
308973	0	4473	3400	12
308974	1	14145	500	12
308976	0	131	8000	16
308977	0	41142	0	12
308979	1	11468	0	9
308980	1	561	0	8
308982	1	13370	874	10
308984	1	2835	0	12
308985	1	0	0	11
308989	0	0	7419	11
308993	1	62	1296	11
308994	1	23520	8617	12
308996	1	26655	4576	12
308997	1	13977	206	11
308998	1	4908	200	12
308999	1	29927	230	12
309002	1	3525	0	11
309003	1	107	3650	17
309004	0	2261	1798	11
309006	0	6642	7800	12
309007	1	3498	9000	12
309008	1	35178	750	11
309009	1	39640	6000	12
309010	0	37600	3000	11
309012	1	0	3000	10
309013	1	21760	500	12
309019	0	2825	800	12
309022	1	0	0	12
309023	1	18397	6000	10
309024	1	0	0	11
309026	0	3297	3300	12
309027	1	23913	0	8
309031	1	7191	0	12
309032	1	11486	1300	8
309039	1	10450	630	9
309040	0	0	6500	11
309041	1	7542	6000	10
309045	1	5472	5000	14
309047	1	2835	0	12
309050	0	22518	200	8
309053	1	30738	6000	12
309054	1	0	0	10
309064	1	22099	2180	12
309068	1	9516	4288	12
309070	1	105694	45000	16
309071	1	3919	0	12
309076	0	7190	0	7
309079	0	360	20	10
309080	1	7827	8000	12
309083	1	0	3977	12
309088	1	33310	15000	16
309091	1	0	0	10
309096	0	9198	5758	9
309097	0	0	5000	14
309099	1	37191	440	12
309102	1	0	2716	11
309104	1	35178	800	8
309105	1	25382	9800	14
309110	0	2253	3360	9
309111	1	5709	0	12
309112	1	2220	600	12
309113	1	6665	3268	11
309115	1	3273	1275	11
309121	0	31022	3380	12
309123	1	35107	4260	11
309125	0	27291	100	14
309129	1	15128	126	12
309131	0	0	0	12
309136	1	6002	3000	12
309139	0	2331	0	11
309140	0	25529	12800	14
309142	0	0	0	12
309144	1	18	45	10
309145	1	58638	4000	12
309146	1	9840	500	11
309147	0	19449	5084	12
309148	1	60350	4000	10
309152	1	5505	0	13
309153	0	0	9300	11
309154	1	16827	0	14
309155	1	1008	4000	12
309156	1	1662	8000	12
309157	1	12021	5200	14
309158	0	4083	0	12
309159	1	37427	15000	10
309162	0	31024	0	8
309163	1	4284	0	12
309169	1	70740	4000	12
309178	1	7944	3000	12
309179	1	226	2800	9
309180	0	0	0	9
309181	1	10095	1500	12
309183	0	38360	14000	10
309187	1	17235	7000	14
309195	0	8442	0	10
309197	1	7947	8594	9
309198	0	910	5	14
309202	0	2310	780	10
309205	1	0	0	9
309208	1	15069	10000	12
309211	1	5958	0	12
309213	0	0	6750	10
309217	1	2466	11000	14
309219	1	1384	0	12
309220	1	10737	500	10
309221	1	4038	120	16
309224	0	27488	8000	12
309225	1	0	1100	14
309226	1	16271	0	12
309228	0	4032	280	9
309229	1	6407	5120	12
309230	1	0	7500	15
309232	1	39078	10500	12
309239	1	36847	4800	14
309242	0	7257	98	9
309246	1	9591	3500	12
309248	1	25661	6000	12
309249	0	15353	98	12
309251	0	2430	4289	12
309253	1	24264	840	14
309255	0	34998	4093	16
309256	1	591	0	15
309258	1	3075	3000	11
309260	1	42968	8000	13
309262	0	834	100	12
309263	0	38840	11636	12
309265	1	5304	2880	17
309267	1	99294	1600	12
309271	0	14937	0	11
309274	1	2322	0	8
309275	1	38832	16020	12
309279	1	31506	4600	10
309283	1	5211	335	12
309285	1	14598	2600	10
309286	0	6627	2500	12
309289	1	15556	0	12
309291	0	3966	2184	11
309292	1	42089	4500	12
309293	1	2664	8000	11
309294	1	37782	6739	13
309296	1	9792	1000	14
309298	1	1014	4420	12
309299	1	22900	1500	12
309300	1	41470	12000	12
309304	0	28007	3000	12
309308	1	31413	17000	12
309311	0	69652	24000	12
309313	1	6783	3500	11
309315	1	6213	2500	12
309317	1	198	0	9
309318	0	110	140	11
309319	0	0	0	12
309321	1	0	0	10
309322	1	0	0	12
309324	0	2439	4488	11
309325	1	26866	5100	9
309326	1	74046	4200	12
309329	1	1677	2652	17
309331	1	8984	0	12
309335	0	28663	7000	12
309337	1	11146	2205	13
309338	1	10887	0	10
309341	0	5513	228	10
309344	1	10158	30	16
309345	1	33499	7625	12
309347	1	4890	7800	9
309348	1	11384	0	12
309351	1	0	0	13
309352	0	8152	1000	12
309353	1	48184	5000	12
309354	1	6027	1200	12
309356	1	7888	140	8
309357	1	19427	0	11
309358	1	14205	0	9
309359	1	24531	0	12
309360	1	19808	2000	14
309362	1	1080	32000	16
309364	1	12007	13900	12
309365	0	32708	6584	12
309366	1	36697	900	12
309367	1	32959	2000	14
309371	1	36168	6300	14
309373	0	10769	0	12
309374	1	38503	6000	16
309377	1	0	0	12
309379	0	41580	600	12
309381	1	39566	0	12
309382	0	29973	8000	13
309384	1	0	4000	11
309386	0	28076	6500	16
309388	1	21844	9000	12
309389	1	49866	9600	12
309390	1	8502	3600	12
309391	1	23329	3710	11
309392	0	0	175	11
309393	1	39297	800	12
309394	1	3138	1032	11
309397	0	35178	5000	10
309402	0	7552	2000	12
309405	1	26031	1600	12
309406	1	132	2400	14
309407	1	60	4040	12
309409	0	0	300	14
309411	1	27053	7103	10
309412	1	1629	0	12
309417	1	6590	2977	11
309418	0	23718	9500	13
309425	0	303	140	11
309427	1	47499	4800	14
309430	1	13032	1500	8
309434	0	6816	6000	11
309435	1	31140	13000	12
309436	0	3222	0	16
309438	1	39460	0	12
309442	1	45822	1064	10
309443	1	26064	1530	15
309444	1	23538	6000	12
309445	1	31979	2000	14
309446	1	22094	580	12
309447	1	322	11879	12
309449	1	30586	8100	12
309450	1	96	0	12
309451	1	16800	3666	8
309453	1	0	500	9
309456	1	10132	4680	12
309457	1	20401	5000	11
309458	1	48938	800	16
309459	0	13852	1220	14
309460	0	12309	6600	12
309461	1	47165	7800	12
309462	1	5116	2778	12
309467	1	118421	6492	14
309468	0	12503	0	12
309469	1	750	0	12
309470	1	2896	500	10
309472	0	23733	5000	10
309473	1	34964	3000	16
309479	1	37488	3000	12
309481	1	8151	0	10
309486	1	0	2500	12
309488	0	27781	13000	10
309490	0	34493	0	12
309493	0	2184	0	11
309494	0	0	1000	14
309495	0	26078	9000	12
309496	1	53826	10875	14
309497	1	10231	3000	12
309498	1	1011	3200	12
309499	1	20385	4800	13
309500	1	3810	2000	10
309501	1	11097	2000	10
309502	1	21767	4900	10
309503	1	10185	0	9
309506	1	0	9600	14
309515	1	6266	2200	11
309516	1	2007	64	10
309520	1	26085	2000	9
309521	1	51996	8600	12
309522	1	18522	0	10
309523	0	23994	3950	12
309525	1	38681	6000	12
309526	1	16958	488	8
309528	1	24350	0	12
309533	1	1292	2200	12
309534	1	0	0	12
309535	1	20846	4500	11
309541	1	4741	12000	13
309543	0	13780	2391	9
309545	0	22443	2720	12
309548	0	13498	100	12
309549	1	18293	3000	10
309552	0	1126	1500	8
309553	1	12579	0	12
309564	0	0	0	11
309565	1	0	0	8
309567	1	31485	0	11
309568	1	44049	20643	13
309572	0	18594	0	12
309575	0	12792	0	12
309578	0	22777	950	12
309580	0	11925	4226	11
309582	0	8262	1725	12
309584	1	33864	8136	10
309588	0	0	0	11
309589	0	0	6956	13
309594	0	19714	2200	12
309595	1	11516	5200	13
309601	1	4497	450	13
309604	0	16803	7000	10
309608	0	27190	3844	12
309612	0	3150	200	10
309613	1	5445	400	12
309615	1	0	2040	14
309616	0	24958	0	14
309617	0	39984	12000	11
309618	1	312	4000	17
309619	0	4681	1800	14
309620	1	171	800	10
309621	1	11883	1005	8
309624	1	3966	900	8
309628	1	15919	9300	17
309629	1	12128	7700	13
309631	0	3003	5980	13
